Joint_A_lwr,Joint_A_upr,Joint_B_lwr,Joint_B_upr,Joint_C_lwr,Joint_C_mid,Joint_C_upr,Joint_D_lwr,Joint_D_mid,Joint_D_upr,车身重量,扭转刚度,扭转模态,弯曲刚度,弯曲模态
2,9,4,2,4,2,8,5,6,2,345.924,7617.34,23.63057098,6886.74,34.51395419
7,8,9,2,6,7,5,1,2,9,335.233,7030.46,21.01200701,5765.68,32.7518613
5,3,4,3,5,1,7,9,3,1,358.803,8435.29,19.72779578,6987.2,34.2271627
9,1,5,3,7,2,8,1,5,8,346.108,7877.83,18.45498604,7291.4,34.65858754
9,9,3,1,4,1,5,4,9,4,343.917,7799.4,21.83281722,7109.7,36.27852419
1,8,5,9,2,2,4,2,6,8,344.748,7769.13,22.79874906,7066.5,34.64233872
6,9,9,8,3,4,8,1,8,8,341.148,7085.38,22.06448367,5649.31,32.88262586
7,1,4,6,8,8,2,3,3,7,341.324,9853.08,26.56175508,6714.39,36.36972766
6,4,4,5,2,6,6,9,5,8,362.517,8144.72,19.65299121,6977.37,34.96703558
3,9,2,9,9,2,5,1,7,6,344.668,8536.99,23.68687397,7187.55,36.77243388
8,2,9,8,1,4,5,3,9,4,342.613,8763.63,22.64171397,6879.14,36.04979677
5,7,7,3,9,7,2,6,6,7,341.378,8146.98,25.226936,6714.43,35.08648119
2,3,6,8,9,9,2,5,8,6,356.225,9524.76,26.4037019,7509.6,39.32044386
4,9,2,8,6,7,2,7,3,2,352.568,9665.26,26.39105037,6894.19,35.7512242
3,1,5,7,4,7,8,7,5,5,354.712,9544.04,20.72296039,7914.79,37.43936602
3,6,8,5,1,9,8,1,9,3,349.261,8142.59,23.08175076,6852.31,34.6485376
8,3,2,8,9,7,6,4,6,3,349.746,8195.61,19.1506802,7144.16,34.96078667
6,7,4,6,7,6,8,9,6,4,353.716,7382.74,22.0084003,6096.16,33.39201126
5,9,1,1,9,1,3,8,3,3,345.46,7530.93,23.06056858,7303.32,36.70026915
6,4,9,4,6,8,5,9,8,5,356.378,9129.63,25.31755918,6480.24,35.40879113
8,3,2,4,9,9,2,4,5,2,359.913,9376.4,25.80705568,7737.26,37.74988138
7,1,9,6,1,9,5,7,9,7,342.923,8600.87,23.13676891,6405.15,35.28550683
6,2,7,1,1,4,8,6,2,6,350.952,8330.05,23.41490949,6067.95,32.69981613
5,1,7,6,7,3,8,8,7,4,343.044,8202,20.15187783,6186.16,34.20253153
6,2,9,1,5,7,7,2,1,2,349.484,8265.5,21.44155667,6368.68,38.12427584
3,9,9,9,1,9,8,4,6,6,339.781,7149.22,22.98477961,6420.34,33.97155552
4,5,6,5,1,4,1,1,4,3,345.188,10190.17,26.84942049,6921.02,33.82014362
9,5,7,5,7,1,9,7,4,9,340.351,8866.25,23.42133181,6479.26,33.56155782
4,3,8,6,7,5,5,5,1,2,342.54,8122.14,24.57085888,6379.71,35.68921393
1,6,3,7,3,8,2,6,8,4,347.403,8835.12,26.30162487,5997.18,34.01949085
9,8,4,2,6,7,5,1,6,6,334.027,8010.57,23.60040854,6816.48,39.29560784
9,8,5,9,7,3,5,1,2,2,339.717,7841.97,22.92670277,7254.83,35.79117951
1,6,6,8,1,8,7,3,1,6,338.638,8008.11,20.37235155,6800.93,35.331785
1,6,3,7,2,1,3,3,8,1,341.253,8305.4,23.418583,6658.16,34.77670317
1,1,7,8,7,6,8,1,4,5,341.75,8795.33,25.76519154,6168.96,33.49753544
8,5,2,6,4,3,3,8,2,6,347.064,8594.68,20.79600339,7150.05,35.78336892
2,1,4,6,2,3,8,9,1,8,362.265,8599.42,19.97107309,7143.63,36.28549208
3,3,8,6,4,2,9,8,5,6,342.285,8382.01,24.57026507,6694.8,35.98840197
3,2,1,4,9,9,5,5,3,4,353.336,8862.3,23.1921333,7241.81,36.54144665
5,8,2,3,7,5,8,1,5,1,352.127,7530.68,20.29756693,7858.17,35.99458297
5,3,9,4,3,9,6,7,5,4,349.594,8220.78,19.81055,6379.42,35.06561709
8,5,8,5,1,3,4,1,9,3,345.334,9080.75,24.22398036,6916.59,34.7785987
3,7,9,2,9,1,1,9,3,2,353.842,8789.41,26.13180657,7073.55,35.99508437
3,5,5,2,8,5,7,7,8,4,355.359,9080.62,20.01330126,8048.27,36.70378932
3,5,5,3,1,7,4,1,2,5,351.201,9856.15,25.14127008,7011.34,33.84150913
6,4,5,4,8,9,7,8,9,9,355.832,7630.66,17.71076494,7243,36.44737322
3,3,1,4,6,9,1,1,8,9,351.324,9691.51,25.55957176,6944.27,36.8141181
6,3,3,7,6,5,9,5,5,7,349.659,7913.91,22.62791956,6763.07,36.19508412
6,2,6,7,7,2,1,1,5,8,347.994,9484.23,25.33607073,6917.74,34.72168084
7,6,1,8,9,7,9,5,3,6,344.213,8259.23,22.35858561,6979.29,39.23367885
9,3,8,4,8,7,1,7,3,9,343.917,9170.27,25.22725179,6273.47,34.56245206
9,4,9,9,5,1,5,6,8,4,340.5,7982.37,23.27824688,6392.29,33.70421961
9,6,8,4,9,7,6,4,3,2,340.326,7915.7,22.54141731,6448.5,33.54768809
7,8,7,7,4,4,6,6,9,8,340.155,6604.65,20.27724329,6785.3,36.06906243
9,5,3,1,5,4,3,4,9,6,348.998,8354.98,20.78830824,6898.79,35.00210853
2,5,5,6,5,7,7,8,1,6,351.975,8601.96,20.53854339,7037.51,38.26010582
8,2,5,6,2,4,6,7,2,9,349.776,8303.17,18.87465199,6698.2,34.48241705
1,7,8,2,6,6,6,5,1,5,336.599,7221.98,22.63445103,5953.71,32.62931648
5,1,2,6,5,7,9,3,3,4,349.699,9511.04,24.78691614,7099.46,35.47140053
2,3,6,5,8,9,6,9,8,6,361.599,8425.17,22.85823259,7043.78,34.81146872
2,1,4,6,5,5,1,5,6,2,355.016,9573.88,27.5817064,7282.96,36.90345946
5,6,9,5,4,3,8,5,9,9,343.884,7546.83,20.67881965,7349.28,37.13070423
9,4,1,6,5,3,7,9,3,8,355.969,7590.45,18.36565599,6884.54,34.27207363
2,6,8,8,9,2,4,6,9,5,355.824,9224.62,25.91460999,7015.34,36.53229674
1,5,2,3,2,4,3,1,9,3,355.001,8563.62,18.93922055,7634.84,35.2408549
6,8,4,9,4,1,2,8,7,2,343.813,8636.08,27.50239048,6838.08,34.71236175
2,5,3,9,3,4,7,7,4,2,347.577,7972.36,18.47901121,5729.53,32.29875742
9,5,5,9,3,7,7,5,1,9,339.538,7184.69,16.65951307,6086.75,31.91229903
3,2,6,9,4,6,6,9,5,9,352.215,7961.09,20.85674891,7042.52,35.65427623
4,7,4,5,8,5,5,8,1,5,343.532,8130.16,23.93041931,7427.77,36.50601595
8,1,6,7,2,7,3,8,2,3,340.759,7874.87,19.44051246,6507.23,33.68374953
5,1,7,3,1,5,5,6,2,2,345.963,8186.83,22.25266752,6510.3,33.97668918
2,1,2,9,8,6,5,7,3,5,356.387,9437.05,26.00697591,6812.72,34.29080862
4,5,7,2,9,4,2,5,5,7,350.162,9766.81,26.62411893,7294.04,36.94408738
8,1,4,6,3,6,8,7,2,5,345.231,8804.44,24.57874561,5506.83,31.81538656
4,5,4,2,8,9,7,3,6,5,348.837,9765.7,21.90222223,7218.53,35.62771001
5,1,6,9,3,4,3,9,3,5,350.814,8407.55,18.96238242,5985.65,32.89935036
5,8,6,7,3,6,6,5,4,2,335.81,6846.65,21.95227808,5704.97,31.42697837
6,8,7,2,4,2,2,3,1,7,338.817,8459.05,26.41786429,6779.18,35.50668547
5,7,2,1,8,8,2,5,7,9,352.92,8070.33,24.18343612,6955.97,33.5370224
6,5,1,6,1,1,3,4,4,3,348.921,8375.83,24.69471034,6397.33,32.96792151
4,2,6,1,1,1,8,4,4,1,346.371,8733.81,23.55245903,6632.79,33.15287068
2,3,8,1,5,7,4,4,5,7,358.13,8512.34,23.36772458,6839.68,35.21348117
2,6,3,3,9,5,7,7,6,1,352.49,8330.52,20.39758931,7795.62,36.40071522
1,3,4,2,8,1,4,3,4,4,344.144,9286.31,24.72272017,7222.57,35.44041092
4,2,8,1,9,6,3,4,9,7,350.374,8512.17,21.46796045,6938.51,35.37912207
8,9,1,4,9,2,6,2,6,6,342.052,7756.54,21.40725075,6975.9,35.57275857
4,3,5,5,9,4,6,4,7,7,352.692,8538.91,22.55627926,7320.59,34.84260516
6,6,6,1,7,7,4,7,3,1,348.493,9072.89,24.63612867,6653.88,34.87081303
2,3,9,1,1,7,3,3,8,9,348.438,7839.78,21.69933263,6407.13,34.47826381
3,8,8,8,2,1,5,3,3,1,343.044,8258.74,25.05111234,6597.91,36.16140993
4,8,3,8,7,9,9,1,5,2,347.475,7823.06,23.74921172,6905.75,36.18178496
2,3,9,1,2,6,2,4,2,5,358.021,9546.15,27.16038582,6424.65,33.12430906
4,4,1,9,7,2,8,2,4,7,345.272,7906.38,23.82690297,6530.08,33.71592405
5,8,7,2,2,3,7,2,1,7,343.574,6972.97,22.43160092,6827.85,34.68783559
4,2,7,6,4,2,4,2,5,9,347.09,8978.61,24.80592988,6810.45,35.65364642
1,8,1,1,9,8,3,8,4,7,343.818,7146.65,22.57337524,7448.66,36.36129003
5,5,7,2,9,5,5,8,2,8,344.459,8752.37,22.6070567,7284.55,36.69296065
5,7,2,7,5,1,1,2,2,6,354.76,8733.26,26.37174352,7192.14,34.03640726
7,5,8,6,8,1,4,5,1,2,336.201,8383.37,24.42284061,5814.26,33.51481886
7,3,7,1,6,6,3,6,1,7,339.742,7568.13,20.69853484,5719.76,33.24003872
1,8,5,5,5,8,6,1,1,7,343.882,7488.42,21.92401868,7391.55,39.14249438
9,5,6,9,3,7,9,3,6,8,331.058,8323.13,19.33876022,5990.44,33.18946621
4,3,9,4,3,4,4,3,8,4,343.378,8719.47,24.66513651,5959.33,33.67584956
4,6,5,7,7,3,7,3,9,5,354.011,9123.94,22.70650956,8117.63,37.20755251
4,6,6,2,9,8,5,8,9,3,347.101,8657.05,23.5742603,7532.9,36.79404331
7,7,1,9,6,9,4,4,1,7,337.663,7205.12,21.81732662,6453.36,37.10099957
6,9,8,7,2,7,6,5,4,9,343.713,6826.59,17.27036731,6302.19,33.85522369
2,9,5,4,8,5,6,1,6,8,350.762,7595.81,20.99905276,7762.11,37.24152717
6,5,1,6,3,1,4,4,5,1,351.717,9179.9,26.15953596,6022.4,33.40882688
3,2,1,6,3,7,9,3,6,1,339.81,9277.74,25.41889145,6003.86,33.72863191
6,5,2,1,5,9,8,9,8,2,372.817,9356.72,23.25670618,7141.89,35.13506689
4,1,3,1,5,4,8,3,8,9,349.222,8455.71,19.6393824,6511.11,34.11036668
6,5,3,9,7,8,9,2,3,7,347.268,8580.49,24.51377614,6279.28,34.00603247
7,7,7,4,8,2,4,1,8,9,334.396,7094.55,20.39457331,5891.96,32.75360566
4,7,8,7,7,9,6,6,6,5,345.538,7651.8,23.11999587,6392.38,34.33019662
9,6,6,1,2,7,5,8,6,1,337.415,8288.15,24.39363291,6716,34.81920488
6,7,3,1,4,3,9,5,7,4,349.128,7264.98,21.03741115,6919.57,36.03166883
6,2,6,7,4,8,5,9,5,1,357.597,9491.75,24.2843887,7715.38,37.27521536
8,8,7,8,4,5,6,4,7,3,342.543,6943.4,21.65175903,7175.19,36.89834376
6,3,4,2,1,8,7,6,2,2,351.287,7991.69,22.88758077,6448.44,33.94752609
4,4,2,2,2,3,5,9,2,7,365.628,9350.95,24.86851159,7339.53,35.60352806
6,6,5,9,8,2,3,7,9,6,351.136,8114.21,20.28987999,7373.03,35.57951761
5,8,1,7,2,8,8,8,5,7,346.021,7095.81,22.59691426,7274.25,36.95651489
9,2,7,4,3,9,9,5,3,8,341.697,7931.4,22.72716633,5780.13,32.6879199
4,4,1,3,7,6,2,4,3,2,351.539,9188.81,26.16143861,6423.16,32.53322254
1,8,2,5,2,3,2,9,8,1,362.956,9207.14,27.4196841,7718.97,36.49972829
3,3,1,5,7,5,5,9,9,1,361.846,9149.71,24.09963952,7783.71,36.4808699
8,1,2,6,8,9,3,7,7,9,352.548,8185.84,18.64056738,6611.53,33.65621382
2,4,6,4,2,1,3,3,1,2,347.186,8462.25,23.97226854,6657.8,34.85572563
8,6,8,6,8,8,7,1,5,9,341.562,7272.17,17.75549367,6512.53,34.76619157
2,7,4,5,6,1,9,9,4,5,359.052,8312.53,23.31005961,7116.23,35.03970482
4,7,1,4,8,7,8,2,6,6,345.666,7234.41,21.74396398,6609.23,34.00504624
1,7,4,5,5,3,3,1,1,4,344.218,7332.91,22.00764009,7454.64,35.33237037
7,6,2,5,4,3,1,5,8,6,350.733,8796.54,27.57545708,7487.34,37.32057782
1,6,1,9,8,4,3,2,8,2,344.488,7869.34,20.3066013,6607.64,33.50161103
1,6,3,4,9,5,4,8,6,4,343.931,8561.94,24.46485389,7280.94,36.8099668
1,4,9,8,6,8,6,3,3,8,339.771,8042.95,19.41849226,6554.07,38.5178598
9,5,1,5,6,5,9,2,5,8,349.784,8867.69,22.57046873,7684.66,36.38030753
7,1,8,9,8,7,2,6,4,8,339.209,8385.89,24.72559496,6142.7,34.78833038
3,8,1,5,8,5,9,1,1,6,342.185,7811.18,23.75746344,7700.55,36.29056574
6,8,5,1,2,4,8,1,7,4,355.698,7606.39,21.33235618,7114.49,35.35346968
7,4,8,3,1,6,3,3,9,1,341.082,7843.95,20.623862,6215.16,32.88802732
7,8,4,3,8,4,2,4,1,1,341.47,8358.96,26.54781115,6788.53,34.76866869
2,5,9,6,6,1,2,4,6,6,347.431,9710.33,26.71548012,6425.6,34.80707421
9,8,3,7,3,3,8,2,2,2,341.949,6772.46,21.52677812,5876.85,32.90645992
6,5,1,8,2,8,7,7,6,7,352.047,8725.72,19.76495413,6823.66,35.04870634
5,7,6,1,1,5,2,1,2,6,343.843,8655.03,25.05502769,7470.11,36.30366178
3,3,4,3,8,3,7,7,1,5,350.732,8534.65,19.47212534,7251.8,35.0058787
8,4,4,5,5,1,6,4,6,2,345.029,8124.27,23.09191553,6545.43,32.63439079
3,5,5,2,9,4,4,7,7,5,355.946,10764.76,25.41633576,7644.57,36.26570021
6,7,5,6,9,7,5,7,7,5,351.913,8532.64,22.78105779,6990.01,35.10495399
5,9,1,5,8,4,2,3,8,2,342.65,9128.67,26.1957921,6901.88,34.98190952
8,4,6,4,3,5,7,5,8,6,342.427,7422.03,19.43547194,6200.31,34.52056576
2,2,1,4,8,1,2,1,3,3,353.948,10173.62,26.61041043,7034.92,35.29171727
7,4,1,2,6,4,3,6,4,3,344.696,7889.63,22.31964129,6481.12,34.79967747
6,9,3,3,8,5,1,4,2,2,350.396,8450.68,25.6175338,6780.54,35.58377971
5,4,5,2,4,6,6,4,1,9,345.869,8163.58,19.40312312,7025.12,34.08517328
1,9,4,6,5,7,8,6,3,6,345.829,7683.88,24.04375632,6434.65,34.55126972
3,7,1,4,5,1,4,1,3,9,347.114,7707.03,21.64387191,6797.11,34.21172074
5,9,9,3,4,2,8,4,2,9,340.493,6814.26,22.51759192,6171.65,32.1310604
1,2,2,9,2,6,7,5,9,9,349.792,7194.71,16.6075147,6883.33,34.7070238
6,8,3,5,2,9,8,3,4,4,349.028,7033.82,22.40210879,6838.23,35.22543593
7,2,9,5,3,3,2,9,1,3,351.245,9025.11,25.9283547,6097.53,34.12899821
5,7,3,6,3,4,5,6,7,9,341.366,6924.11,21.34547127,4948.02,30.59916523
3,2,3,6,3,3,3,2,4,6,346.584,8176.72,21.20478509,5772.19,32.97040966
2,4,4,4,9,9,9,5,1,6,353.463,9056.67,26.71901459,7596.94,39.1887831
9,4,8,2,2,3,1,9,4,7,354.004,9475.83,26.7674631,7062.35,36.16377852
7,4,8,1,7,6,1,3,1,7,339.898,9142.96,26.56953086,6055.19,34.45483738
4,8,6,2,6,6,8,1,7,1,339.307,7432.82,22.694815,6145.91,32.94921155
2,1,9,4,7,6,1,8,6,1,345.32,9639.27,28.59205999,6176.1,33.57955283
9,2,3,1,2,2,3,9,5,6,355.035,8346.82,21.37494829,6836.31,35.31714412
1,4,8,1,6,2,2,6,2,8,347.208,8832.46,25.24788131,6021.95,32.99406899
6,4,5,1,1,3,7,9,3,8,367.334,8078.59,18.48526836,7198.47,35.60014742
4,8,8,7,5,9,6,1,5,5,350.34,8026.94,24.26257145,7358.38,36.13096937
2,5,8,6,3,4,3,6,2,4,352.439,8249.48,20.16790222,5337.76,31.8229946
2,2,4,2,4,4,3,4,3,8,353.617,8228.09,21.28133858,7323.04,35.56966984
8,5,6,7,9,2,9,7,6,6,339.527,9406.4,21.42803641,7334.43,36.43555834
8,9,7,9,9,7,9,6,8,2,336.363,7645.64,22.47443496,6488.63,35.15595138
9,9,5,2,7,8,6,6,1,4,343.003,7667.97,20.60740918,7027.1,35.38886468
6,5,3,1,2,5,3,5,5,3,356.945,8294.63,20.4522224,6927.12,36.54477002
8,7,3,7,4,8,9,8,1,1,332.346,7126.39,19.70383674,6864.11,35.64469464
9,1,9,3,2,4,4,6,7,2,342.203,8171.11,24.75655361,6232.41,33.38912477
8,5,6,5,9,6,2,5,2,5,346.104,9570.96,26.89930092,6717.97,34.31207742
6,9,7,9,4,8,1,6,4,3,344.311,8783.85,27.38804048,6885.46,36.92849061
9,3,9,2,1,2,2,9,8,8,347.232,8634.68,24.59219148,6112.55,31.00798373
1,4,9,2,4,1,1,1,7,9,343.165,9692.14,26.38078852,6760.84,34.70517326
7,6,6,6,8,8,8,8,5,5,341.841,7851.74,21.41334721,6458.29,35.67489902
3,2,1,3,7,3,2,8,4,8,349.504,8870.39,24.79579556,7154.76,35.91593421
6,1,4,2,4,9,6,8,5,7,350.929,8684.03,21.80815266,7506.03,36.8083899
8,7,6,4,2,4,2,7,3,3,344.681,7954.23,23.91413249,6879.59,35.67035382
1,6,1,5,3,4,8,4,5,2,350.057,7956.45,23.15149322,6328.32,33.44713076
8,9,8,8,6,2,3,9,8,5,348.874,7730.42,22.18142657,5894.02,33.23524818
3,3,6,5,1,9,5,9,6,1,354.574,8890.99,23.6052497,6708.38,34.27962487
4,8,8,3,9,8,6,1,6,5,342.765,7895.86,20.9947502,7073.18,34.75832737
9,6,9,9,2,2,4,9,3,3,345.184,8118.48,23.59143352,6567.58,34.35657359
3,7,5,7,1,7,5,1,7,4,345.898,8086.38,21.68140728,6964.91,36.73677501
5,6,7,5,3,5,1,4,8,8,346.019,8638.72,25.34943566,6387.88,34.27153039
6,6,4,3,8,6,4,6,1,3,348.208,8272.05,24.64775563,6484.86,33.72754481
3,3,1,1,4,9,5,6,6,4,353.96,8877.62,23.32465062,7208.67,36.69179604
7,5,3,2,8,1,1,4,6,4,344.415,9419.11,26.64598701,6164.88,34.03320849
5,6,1,5,9,5,8,3,8,5,348.788,9031.98,23.86638449,8491.64,37.88326531
9,6,3,2,4,5,3,2,5,9,347.348,7613.51,20.20599815,7557.76,36.25651319
6,1,4,3,6,3,2,6,4,6,353.474,9576.77,26.62359898,7179.83,39.26689679
1,9,1,2,6,4,8,5,7,8,343.62,6948.74,21.06836882,6263.03,32.99276767
9,4,3,8,4,2,6,2,6,2,338.333,8148.36,22.86168476,6340.04,33.63248065
6,4,8,9,9,4,4,6,5,5,351.882,9039.69,27.32626785,6948.21,36.38659843
3,4,8,1,9,4,1,9,8,9,360.988,10180.37,27.19500264,7011.65,35.9679209
6,9,7,7,3,6,9,4,7,4,344.999,7651.58,23.83788063,5430.32,30.44057091
3,7,3,3,6,1,5,8,3,7,339.654,7005.98,22.38739002,5983.53,33.54507249
5,8,6,8,3,9,2,8,9,8,345.808,8007.8,24.97671864,6344.97,35.60760873
1,4,1,9,1,2,5,9,6,4,350.487,8683.48,21.32428916,6517.19,33.16879224
9,1,2,1,4,9,4,1,3,2,349.739,9609.35,24.46385939,7750.19,36.08928641
9,8,3,4,7,6,8,4,2,9,340.164,6338.08,19.86331132,5439.43,30.06718194
7,8,7,7,5,2,5,2,2,6,341.987,7414.34,22.91269632,6147.59,32.98491109
4,1,5,8,1,9,5,2,1,2,353.974,9723.01,24.86036272,7169.63,35.60837913
6,6,5,4,9,8,4,5,6,6,351.612,8789.51,24.41119731,7554.12,39.14014652
7,5,2,8,5,2,3,5,8,8,349.177,7805.77,18.92860757,6438.44,32.70453678
8,5,4,1,1,1,2,7,1,7,346.388,9989.68,26.29774053,6794.63,33.91415035
9,1,4,4,7,1,2,2,9,1,348.821,10224.57,27.33357361,7105.62,35.76303852
9,8,7,9,9,6,6,5,5,5,337.303,7217.28,23.27199134,6802.86,35.38640807
1,6,9,2,7,7,3,5,3,1,339.35,7808.56,23.29371474,6364.28,33.69018005
4,2,5,8,6,2,9,9,9,7,360.095,9703.27,23.99880535,7438.34,37.26765258
1,8,1,7,1,5,4,6,8,3,347.228,7843.39,24.44499718,7134.93,35.59670882
6,5,3,2,6,9,5,7,3,1,350.769,9483.83,23.57658323,6331.01,35.16941878
3,2,8,1,7,5,2,9,1,6,358.437,10225.9,26.8274142,7195.79,36.90905143
4,7,8,6,6,7,3,5,6,3,337.283,6623.38,22.46165259,5786.03,31.71109037
6,8,2,1,9,7,4,4,1,2,352.815,7969.78,24.10868381,7254.1,34.96772412
7,2,5,8,5,4,8,3,1,6,346.429,8709.51,21.18013245,7253.56,36.60538289
4,8,5,8,4,2,2,1,9,8,349.212,9079.37,25.3671341,8000.47,38.10908896
8,9,9,5,9,1,1,1,4,4,339.526,8723.03,26.12295946,7259.66,37.22375946
7,6,3,8,3,6,6,7,8,6,340.552,7556.66,21.13149908,5197.62,31.54541202
6,2,4,1,6,1,9,8,7,6,349.033,9197.49,24.62847682,6680.88,34.95996141
3,6,5,6,6,8,4,7,6,5,349.17,9623.42,24.76742042,7123.49,39.05357408
2,9,1,3,1,7,7,7,9,2,353.918,7397.3,23.3620335,6851.13,33.8783982
5,5,4,2,4,4,6,2,6,5,347.222,9970.45,22.92503164,7278.46,35.55229812
5,5,4,7,2,7,5,8,3,8,344.778,8765.65,22.66342343,6776.15,34.48858738
4,9,2,8,7,1,2,3,2,6,350.989,9668.97,26.78249053,7060.17,35.74022741
2,4,7,2,1,9,3,6,8,8,353.167,7655.19,22.62946823,6315.22,33.93056984
1,9,6,3,5,5,3,4,2,9,348.54,6782.53,22.15231375,7151.76,34.98558593
8,3,2,2,7,8,3,7,4,2,349.828,8198.06,20.57735092,7037.21,34.77598936
9,1,9,9,8,8,2,7,8,8,336.802,9160.23,24.85076484,7060.56,36.01961281
8,3,7,9,9,6,3,9,3,2,348.949,7804.28,17.78627194,6349.97,34.20450369
6,5,2,2,9,5,3,8,8,9,356.161,8449.34,19.49854652,7836.34,36.91685612
6,1,1,8,3,4,7,1,2,1,347.862,8808.75,20.55155928,5978.38,33.2282204
2,6,1,6,7,3,8,9,8,7,362.255,8411.72,23.10673803,6720.39,35.14785945
6,3,1,1,8,2,9,2,9,2,355.842,8888.46,23.17562219,6932.66,35.29876801
2,2,9,2,4,2,4,1,7,1,344.15,9586.52,25.85683337,6892.42,34.71985516
2,1,3,7,7,9,1,4,9,7,357.682,9462.82,25.38761603,6932.19,36.08007378
4,1,8,3,8,1,9,5,9,9,346.499,7956.73,25.01738717,6541.39,34.36730777
2,4,1,2,6,1,3,2,1,3,353.39,8418.85,24.19026121,6827.6,34.62419156
1,9,2,1,1,4,4,1,6,2,346.076,8650.64,23.9869124,6935.48,33.97489429
7,9,7,7,1,4,2,1,3,3,338.319,8596.83,25.58066554,6484.16,33.79654506
4,1,8,5,8,6,7,3,7,4,343.885,8210.76,19.82267279,6081.28,32.85025244
5,3,7,9,1,4,1,7,7,3,344.303,9300.46,26.03354958,6218.55,32.73656954
1,8,1,2,9,4,9,7,7,2,346.11,8067.2,23.65845577,7297.13,35.32022159
2,9,2,1,9,8,4,5,2,2,358.179,8411.19,24.2771795,7428.12,35.61990838
3,9,1,9,4,4,7,4,4,2,341.051,7234.49,17.37521084,7084.2,35.208162
7,4,9,7,6,6,5,7,1,1,334.957,8515.43,24.23927055,6244.65,34.85470712
3,1,3,5,5,5,3,6,3,1,350.846,8392.39,24.68782155,6965.51,35.54653333
8,1,3,4,4,3,5,7,9,1,346.171,9273.06,24.18557172,7294.33,36.93529371
2,8,2,4,8,2,7,4,1,7,351.36,6937.53,21.40207929,6668.19,33.37151856
6,9,5,4,4,3,3,4,1,4,351.657,7748.09,17.94218583,7707.59,37.05884995
7,3,4,6,1,4,6,8,3,8,340.005,7469.8,19.22634103,6240.35,33.36623978
4,9,3,4,9,9,4,1,5,9,349.004,8268.63,23.93279817,7348.48,39.48342379
6,3,4,4,8,2,6,3,5,1,347.908,9027.96,24.21744927,7128.59,36.07524084
1,4,5,3,4,6,9,4,4,4,349.195,8688.58,19.90798341,7583.78,35.58287992
6,3,5,1,9,3,2,6,9,4,366.426,10126.62,25.89084651,8013.38,38.84199848
5,1,7,9,9,9,4,8,5,2,344.116,8899.36,21.95236174,7266.84,36.7558105
4,5,3,2,7,8,5,4,9,4,351.333,9006.43,22.64694964,6771.99,35.53691663
2,6,8,6,9,9,4,1,9,3,353.674,9157.51,25.78517113,7345.08,35.95972958
7,8,9,4,4,3,9,1,9,7,338.131,7252.66,21.40317167,7250.91,36.55004402
3,5,8,6,6,1,5,8,8,3,341.41,8655.09,22.44186491,5938.44,33.78652659
2,5,2,5,7,8,3,1,2,9,358.294,8728.02,19.56174663,6780.88,33.40143673
8,6,8,4,9,5,9,2,2,5,350.01,8914.39,23.06000288,7302.63,36.79287983
3,4,6,2,5,6,4,4,2,6,347.497,8654.34,24.30722274,6475.85,32.58527182
6,7,3,1,1,2,3,6,3,7,345.823,6626.45,20.1959568,5841.29,32.10290934
2,3,5,5,7,6,5,1,8,2,353.225,9087.16,23.20186052,6698.87,33.56933604
5,8,9,8,4,2,4,9,9,6,349.524,8018.09,24.49846858,7244.19,38.7955996
2,8,3,3,7,5,2,8,8,4,352.341,8201.01,25.67094729,6964.76,35.7861575
1,3,1,9,5,2,7,5,3,3,344.924,7132.18,17.11378561,6744.16,34.62204615
1,6,6,4,1,6,7,3,4,4,339.816,7829.79,20.45771755,6486.15,32.99134538
7,3,4,9,1,8,1,8,2,1,340.803,9182.03,27.25087587,6639.25,35.37117501
9,7,6,3,4,4,8,3,6,9,334.253,6444.08,17.76028146,6933.26,34.68591319
2,5,2,6,7,4,9,6,7,9,359.37,9074.28,23.91183705,6355.43,33.60212104
3,3,4,2,7,2,8,9,6,6,354.542,8599.41,23.18329959,6639.22,34.06256854
2,9,9,6,7,9,2,5,8,6,348.408,8504.61,26.41429815,6500.54,39.24046767
9,8,6,4,8,2,7,5,1,6,331.841,6379.25,20.29481626,6463.99,33.92932908
5,3,2,5,2,6,4,4,2,5,355.232,8947.4,24.63962628,6553.85,32.16365367
5,1,6,9,2,2,8,5,4,3,339.351,7650.25,18.08331844,6642.11,34.59116738
5,6,5,9,3,4,4,9,9,7,356.268,8871.91,23.63535076,6766.91,35.01632703
2,6,1,6,5,6,2,2,8,6,357.36,9390.19,26.58334335,6585.33,32.96577203
3,7,5,8,9,3,3,9,5,4,365.412,7967.13,20.29137054,8279.39,38.63498947
7,9,7,8,7,9,1,3,7,7,342.068,8911.57,25.80643682,6224.4,35.9179491
7,7,4,8,5,8,4,6,9,1,347.929,8133.45,22.63781369,6970.68,38.76539599
5,5,1,4,1,2,4,5,4,6,342.775,8847.07,25.13863277,6539.84,32.98783411
4,3,4,6,5,6,2,9,9,2,362.34,9992.26,26.68715902,7020.61,34.86697922
4,4,3,5,3,1,2,9,3,2,357.401,9446.33,27.18818556,5763.64,32.18437791
3,3,9,7,4,8,4,8,5,1,343.009,8756.73,24.99259832,7528.48,36.86335538
7,7,4,6,7,4,7,5,4,1,336.582,7067.3,20.6625338,6323.33,34.76668409
2,8,3,3,6,2,4,3,4,1,342.673,7808.05,24.72260235,6385.68,33.76087507
